category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume
Politics,will-the-us-acquire-any-part-of-greenland-in-2026,will-the-us-acquire-any-part-of-greenland-in-2026,0x890fc3ba40458db0b67560691aa1597344c2a0560d18e80f586a4b35f510b4ce,Will the US acquire part of Greenland in 2026?,,open,2026-01-07T04:34:36.508662Z,2026-12-31T00:00:00Z,,9.58534e+06
Politics,will-pete-hegseth-be-the-leader-of-venezuela-end-of-2026,venezuela-leader-end-of-2026,0x4197bf7e572f1dd731669d33d05532c6d3b8cba71fb83dc69d789110e39c41b4,Will Pete Hegseth be the leader of Venezuela end of 2026?,,open,2026-01-04T18:21:29.687Z,2026-12-31T00:00:00Z,,8.34944e+06
Politics,will-tarcisio-de-frietas-win-the-2026-brazilian-presidential-election,brazil-presidential-election,0x81a537b379a35e4e17c286d3b37394e94bd74c1779bbe9a13670eb991b201a3a,Will Tarcisio de Freitas win the 2026 Brazilian presidential election?,,open,2025-09-18T20:07:57.76Z,2026-10-04T00:00:00Z,,8.00897e+06
Politics,will-kevin-warsh-be-confirmed-as-fed-chair,who-will-be-confirmed-as-fed-chair,0x23dbb60ade08c2664ac29488325afbc0136735bc7beb9180d9c0cb72620b0b13,Will Kevin Warsh be confirmed as Fed Chair?,,open,2026-03-04T20:51:33.638853Z,2026-10-31T00:00:00Z,,7.43833e+06
Politics,trump-out-as-president-before-2027,trump-out-as-president-before-2027,0x48b0b0bca515f68fccf95af4793dbd0edbfec1f8ec6e8df2c0f69ba74f8c4722,Trump out as President before 2027?,,open,2025-11-05T21:57:19.399255Z,2026-12-31T00:00:00Z,,7.23075e+06
Politics,will-eduardo-bolsonaro-win-the-2026-brazilian-presidential-election,brazil-presidential-election,0xe1d5733322fd2215f136412f419d9ff805d097f78c68de3261515ff736895f2b,Will Eduardo Bolsonaro win the 2026 Brazilian presidential election?,,open,2025-09-18T20:08:02.206Z,2026-10-04T00:00:00Z,,6.8885e+06
Politics,will-carlos-roberto-massa-jnior-win-the-2026-brazilian-presidential-election,brazil-presidential-election,0xa59bb6bb91e5c1e4d533864520fbd3bb75d6d0ebb813b4cd8a8b88479bfa8966,Will Carlos Roberto Massa Júnior win the 2026 Brazilian presidential election?,,open,2025-09-18T20:08:03.912Z,2026-10-04T00:00:00Z,,6.46725e+06
Politics,will-luiz-incio-lula-da-silva-win-the-2026-brazilian-presidential-election,brazil-presidential-election,0xdf8e2dc5860027decbe6164555c3c1c9645c3bd33e16b9dc57ca87125047d4a8,Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election?,,open,2025-09-18T20:07:59.727557Z,2026-10-04T00:00:00Z,,4.59491e+06
Politics,will-michelle-bolsonaro-win-the-2026-brazilian-presidential-election,brazil-presidential-election,0x37ec4c6b57a18b16eed1241f6155ee7ff45bc1697d7848f15ac33d406e38ed00,Will Michelle Bolsonaro win the 2026 Brazilian presidential election?,,open,2025-09-18T20:08:01.863387Z,2026-10-04T00:00:00Z,,4.45398e+06
Politics,will-evan-pettus-be-the-leader-of-venezuela-end-of-2026,venezuela-leader-end-of-2026,0x1dd7704a6d05cca078564bc0bac541261425bc9252acc5634639f5161daf45f9,Will Evan Pettus be the leader of Venezuela end of 2026?,,open,2026-01-04T18:21:29.941Z,2026-12-31T00:00:00Z,,4.43352e+06
